Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
b,i shall have to uh go and understand it better than me,inform,21,7682,12,L21,0,@ it'll bother me @ i shall have to uh go and understand it better than me
a,mm,backch,5,7683,1,L5,1,# i shall have to uh go and understand it better than me @ mm
a,i don't know their bills and how they how they make them out,inform,21,7684,13,L21,0,@ mm @ i don't know their bills and how they how they make them out
b,yeah,ackn,1,7685,1,L1,1,# i don't know their bills and how they how they make them out @ yeah
b,i'll have to give the old customer services a ring tomorrow won't i,informIntent,24,7686,13,L24,0,@ yeah @ i'll have to give the old customer services a ring tomorrow won't i
b,well,init,25,7687,1,L25,0,@ i'll have to give the old customer services a ring tomorrow won't i @ well
b,thanks very much,thank,37,7688,3,L37,0,@ well @ thanks very much
a,yes,backch,5,7689,1,L5,1,# thanks very much @ yes
a,alright,ackn,1,7690,1,L1,0,@ yes @ alright
b,bye,bye,6,7691,1,L6,1,# alright @ bye
a,bye,bye,6,7692,1,L6,1,# bye @ bye
b,hello,greet,18,7693,1,L18,1,# bye @ hello
b,can i have a wake up call please,direct,10,7694,8,L10,0,@ hello @ can i have a wake up call please
a,certainly,accept,0,7695,1,L0,1,# can i have a wake up call please @ certainly
a,for what time,reqInfo,33,7696,3,L33,0,@ certainly @ for what time
b,um for quarter to eight,answ,2,7697,5,L2,1,# for what time @ um for quarter to eight
a,quarter to eight,echo,12,7698,3,L12,1,# um for quarter to eight @ quarter to eight
b,yeah,ackn,1,7699,1,L1,1,# quarter to eight @ yeah
a,do you have an answering machine please,reqInfo,33,7700,7,L33,1,# yeah @ do you have an answering machine please
b,i do,answ,2,7701,2,L2,1,# do you have an answering machine please @ i do
b,yeah,answElab,3,7702,1,L3,0,@ i do @ yeah
a,can you make sure it's switched off for the call,direct,10,7703,10,L10,1,# yeah @ can you make sure it's switched off for the call
b,yep,accept,0,7704,1,L0,1,# can you make sure it's switched off for the call @ yep
b,no problem,accept,0,7705,2,L0,0,@ yep @ no problem
a,that's booked for you at quarter to eight,inform,21,7706,8,L21,1,# no problem @ that's booked for you at quarter to eight
b,lovely,appreciate,4,7707,1,L4,1,# that's booked for you at quarter to eight @ lovely
a,thank you,thank,37,7708,2,L37,1,# lovely @ thank you
b,thank you,thank,37,7709,2,L37,1,# thank you @ thank you
a,byebye,bye,6,7710,1,L6,1,# thank you @ byebye
b,byebye,bye,6,7711,1,L6,1,# byebye @ byebye
b,oh hello,greet,18,7712,2,L18,0,@ byebye @ oh hello
b,could you give me a call please,direct,10,7713,7,L10,0,@ oh hello @ could you give me a call please
b,at quarter past six this morning,directElab,11,7714,6,L11,0,@ could you give me a call please @ at quarter past six this morning
a,quarter past six,confirm,8,7715,3,L8,1,# at quarter past six this morning @ quarter past six
a,in just a under an hour,confirm,8,7716,6,L8,0,@ quarter past six @ in just a under an hour
b,yes please,ackn,1,7717,2,L1,1,# in just a under an hour @ yes please
a,one moment do you have an answering machine can you make sure its switched off then please that's booked for you at six fifteen bye,hold,19,7718,25,L19,1,# yes please @ one moment do you have an answering machine can you make sure its switched off then please that's booked for you at six fifteen bye
a,do you have an answering machine,reqInfo,33,7719,6,L33,0,@ one moment do you have an answering machine can you make sure its switched off then please that's booked for you at six fifteen bye @ do you have an answering machine
b,uh we do,answ,2,7720,3,L2,1,# do you have an answering machine @ uh we do
b,yes,answElab,3,7721,1,L3,0,@ uh we do @ yes
a,can you make sure its switched off then please,direct,10,7722,9,L10,1,# yes @ can you make sure its switched off then please
b,yes,accept,0,7723,1,L0,1,# can you make sure its switched off then please @ yes
b,of course,accept,0,7724,2,L0,0,@ yes @ of course
a,that's booked for you at six fifteen,inform,21,7725,7,L21,1,# of course @ that's booked for you at six fifteen
b,thanks very much,thank,37,7726,3,L37,1,# that's booked for you at six fifteen @ thanks very much
b,bye,bye,6,7727,1,L6,0,@ thanks very much @ bye
a,bye,bye,6,7728,1,L6,1,# bye @ bye
b,i wonder if you could help me,direct,10,7729,7,L10,1,# bye @ i wonder if you could help me
b,i'm new over here is it Tuesday today sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged,inform,21,7730,26,L21,0,@ i wonder if you could help me @ i'm new over here is it Tuesday today sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged
b,is it Tuesday today,reqInfo,33,7731,4,L33,0,@ i'm new over here is it Tuesday today sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged @ is it Tuesday today
a,sorry,pardon,28,7732,1,L28,1,# is it Tuesday today @ sorry
b,sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged,expressRegret,16,7733,18,L16,1,# sorry @ sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged
b,is it Tuesday today,reqInfo,33,7734,4,L33,0,@ sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged @ is it Tuesday today
a,um yes,answ,2,7735,2,L2,1,# is it Tuesday today @ um yes
a,it is indeed,answElab,3,7736,3,L3,0,@ um yes @ it is indeed
b,pardon,pardon,28,7737,1,L28,1,# it is indeed @ pardon
a,yes,answ,2,7738,1,L2,1,# pardon @ yes
a,it is indeed,answElab,3,7739,3,L3,0,@ yes @ it is indeed
b,and what is the daya oh thanks very much i'm much obliged,reqInfo,33,7740,12,L33,1,# it is indeed @ and what is the daya oh thanks very much i'm much obliged
a,the date is the twenty eighth,answ,2,7741,6,L2,1,# and what is the daya oh thanks very much i'm much obliged @ the date is the twenty eighth
b,oh,ackn,1,7742,1,L1,1,# the date is the twenty eighth @ oh
b,thanks very much,thank,37,7743,3,L37,0,@ oh @ thanks very much
a,you're welcome,ackn,1,7744,2,L1,1,# thanks very much @ you're welcome
b,i'm much obliged,thank,37,7745,3,L37,1,# you're welcome @ i'm much obliged
a,byebye,bye,6,7746,1,L6,1,# i'm much obliged @ byebye
b,hi,greet,18,7747,1,L18,1,# byebye @ hi
b,i'd like to have an um number to sort out a account sorry,reqInfo,33,7748,13,L33,0,@ hi @ i'd like to have an um number to sort out a account sorry
a,i'm sorry you're trying to,pardon,28,7749,5,L28,1,# i'd like to have an um number to sort out a account sorry @ i'm sorry you're trying to
b,sorry,expressRegret,16,7750,1,L16,1,# i'm sorry you're trying to @ sorry
a,you're trying to,confirm,8,7751,3,L8,1,# sorry @ you're trying to
b,um i don't know if you can help,direct,10,7752,8,L10,1,# you're trying to @ um i don't know if you can help
b,i'm trying to find a number um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if,informIntent,24,7753,32,L24,0,@ um i don't know if you can help @ i'm trying to find a number um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if
b,um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if they're on the phone or not,inform,21,7754,32,L21,0,@ i'm trying to find a number um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if @ um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if they're on the phone or not
a,and you'd like the number for them,confirm,8,7755,7,L8,1,# um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if they're on the phone or not @ and you'd like the number for them
b,well,init,25,7756,1,L25,1,# and you'd like the number for them @ well
b,i've wrote them a letter,inform,21,7757,5,L21,0,@ well @ i've wrote them a letter
b,but i don't seem to get any luck,inform,21,7758,8,L21,0,@ i've wrote them a letter @ but i don't seem to get any luck
b,so i don't really know if they're on the phone or not so have you got a number or er yes please,inform,21,7759,22,L21,0,@ but i don't seem to get any luck @ so i don't really know if they're on the phone or not so have you got a number or er yes please
b,so,init,25,7760,1,L25,0,@ so i don't really know if they're on the phone or not so have you got a number or er yes please @ so
b,have you got a number or,reqInfo,33,7761,6,L33,0,@ so @ have you got a number or
a,right,backch,5,7762,1,L5,1,# have you got a number or @ right
a,you'll need directory enquiries on would you like me to put you through to them hold the line please,inform,21,7763,19,L21,0,@ right @ you'll need directory enquiries on would you like me to put you through to them hold the line please
a,would you like me to put you through to them,offer,27,7764,10,L27,0,@ you'll need directory enquiries on would you like me to put you through to them hold the line please @ would you like me to put you through to them
b,er yes please,accept,0,7765,3,L0,1,# would you like me to put you through to them @ er yes please
a,hold the line please,hold,19,7766,4,L19,1,# er yes please @ hold the line please
b,operator could you do you know the um dialling code for please,reqInfo,33,7767,12,L33,1,# hold the line please @ operator could you do you know the um dialling code for please
a,i don't i'm afraid,answ,2,7768,4,L2,1,# operator could you do you know the um dialling code for please @ i don't i'm afraid
a,you'll need directory enquiries on,answElab,3,7769,5,L3,0,@ i don't i'm afraid @ you'll need directory enquiries on
a,would you like me to put you through to them,offer,27,7770,10,L27,0,@ you'll need directory enquiries on @ would you like me to put you through to them
b,oh,backch,5,7771,1,L5,1,# would you like me to put you through to them @ oh
b,yes please,accept,0,7772,2,L0,0,@ oh @ yes please
a,hold the line please,hold,19,7773,4,L19,1,# yes please @ hold the line please
b,sorry to bother you,expressRegret,16,7774,4,L16,1,# hold the line please @ sorry to bother you
b,are you able to help me um,reqInfo,33,7775,7,L33,0,@ sorry to bother you @ are you able to help me um
b,i need a company's um telephone number that's called,inform,21,7776,9,L21,0,@ are you able to help me um @ i need a company's um telephone number that's called
b,and these are crane hire specialists,inform,21,7777,6,L21,0,@ i need a company's um telephone number that's called @ and these are crane hire specialists
a,i,backch,5,7778,1,L5,1,# and these are crane hire specialists @ i
a,right,ackn,1,7779,1,L1,0,@ i @ right
a,i'm afraid you'll need directory enquiries on would you like me to put you through to them hold the line please,inform,21,7780,21,L21,0,@ right @ i'm afraid you'll need directory enquiries on would you like me to put you through to them hold the line please
a,would you like me to put you through to them,reqDirect,32,7781,10,L32,0,@ i'm afraid you'll need directory enquiries on would you like me to put you through to them hold the line please @ would you like me to put you through to them
